timestamp,top_left,top_right,bottom_left,bottom_right
697.5,69.8,76.7,77.8,76.9
698.0,69.8,76.6,77.8,76.9
698.5,69.8,76.6,77.8,76.9
699.0,69.8,76.6,77.8,76.9
699.5,69.8,76.7,77.8,76.9
700.0,69.8,76.6,77.7,77.0
700.5,69.8,76.7,77.7,77.0
701.0,69.7,76.6,77.7,77.1
701.5,69.8,76.6,77.7,77.2
702.0,69.8,76.6,77.7,77.3
702.5,69.8,76.6,77.7,77.4
703.0,69.8,76.6,77.7,77.5
703.5,70.3,77.3,78.2,77.6
704.0,70.6,77.6,78.6,77.7
704.5,70.9,77.9,78.8,77.8
705.0,71.2,77.9,79.1,77.9
705.5,71.2,78.0,79.2,78.0
706.0,71.3,78.1,79.2,78.1
706.5,71.3,78.2,79.2,78.2
707.0,71.3,78.2,79.4,78.3
707.5,71.3,78.3,79.4,78.4
708.0,71.4,78.3,79.4,78.4
708.5,71.4,78.2,79.3,78.5
709.0,71.4,78.2,79.4,78.5
709.5,71.4,78.2,79.3,78.5
710.0,71.4,78.2,79.2,78.5
710.5,71.4,78.1,79.1,78.5
711.0,71.3,78.1,79.1,78.4
711.5,71.3,78.1,79.0,78.4
712.0,71.3,78.1,79.0,78.4
712.5,71.2,78.1,79.0,78.3
713.0,71.2,78.1,78.9,78.3
713.5,71.2,78.1,78.9,78.3
714.0,71.1,78.0,78.9,78.2
714.5,71.0,78.0,78.8,78.2
715.0,71.0,78.0,78.8,78.2
715.5,71.0,77.9,78.6,78.1
716.0,70.9,77.9,78.7,78.1
716.5,70.9,77.8,78.7,78.1
717.0,70.9,77.8,78.8,78.1
717.5,70.9,77.8,78.8,78.0
718.0,70.9,77.8,78.6,78.0
718.5,70.7,77.7,78.6,78.0
719.0,70.7,77.7,78.6,78.0
719.5,70.7,77.7,78.6,77.9
720.0,70.7,77.7,78.6,77.9
720.5,70.7,77.7,78.5,77.9
721.0,70.6,77.6,78.4,77.9
721.5,70.5,77.6,78.3,77.9
722.0,70.5,77.6,78.3,77.9
722.5,70.6,77.6,78.3,77.8
723.0,70.5,77.5,78.3,77.8
723.5,70.5,77.5,78.3,77.8
724.0,70.5,77.5,78.3,77.8
724.5,70.5,77.5,78.3,77.8
725.0,70.5,77.5,78.3,77.7
725.5,70.5,77.4,78.3,77.7
726.0,70.5,77.4,78.3,77.7
726.5,70.5,77.3,78.3,77.7
727.0,70.5,77.3,78.3,77.7
727.5,70.4,77.3,78.3,77.6
728.0,70.3,77.3,78.2,77.6
728.5,70.3,77.3,78.2,77.6
729.0,70.3,77.3,78.2,77.6
729.5,70.4,77.3,78.2,77.5
730.0,70.4,77.3,78.2,77.5
730.5,70.3,77.3,78.1,77.5
731.0,70.3,77.2,78.1,77.4
731.5,70.3,77.2,78.1,77.4
732.0,70.3,77.1,78.2,77.4
732.5,70.3,77.1,78.1,77.4
733.0,70.2,77.1,78.2,77.4
733.5,70.2,77.1,78.0,77.3
734.0,70.2,77.1,78.0,77.3
734.5,70.2,77.1,78.0,77.3
735.0,70.2,77.1,78.0,77.3
735.5,70.1,77.1,78.0,77.3
736.0,70.1,77.1,78.0,77.3
736.5,70.0,77.1,78.0,77.3
737.0,70.0,77.1,78.0,77.3
737.5,70.1,77.1,78.0,77.3
738.0,70.1,77.1,78.0,77.3
738.5,70.1,77.1,78.0,77.3
739.0,70.1,77.1,78.0,77.3
739.5,70.1,77.1,78.0,77.3
740.0,70.1,77.1,78.0,77.3
740.5,70.1,77.1,78.0,77.3
741.0,70.1,77.1,78.0,77.3
741.5,70.1,77.0,78.0,77.3
742.0,70.1,77.0,78.0,77.3
742.5,70.1,76.9,77.9,77.3
743.0,70.1,76.9,77.9,77.3
743.5,70.0,76.9,77.9,77.3
744.0,70.1,76.9,77.9,77.3
744.5,70.1,76.9,77.8,77.3
745.0,70.1,76.9,78.0,77.3
745.5,70.1,76.9,78.0,77.3
746.0,70.1,77.0,78.0,77.3
746.5,70.1,77.0,78.0,77.3
747.0,70.1,77.1,78.0,77.3
747.5,70.1,77.1,78.0,77.3
748.0,70.1,77.1,78.0,77.2
748.5,70.1,77.1,78.0,77.2
749.0,70.2,77.1,78.0,77.2
749.5,70.2,77.1,78.0,77.2
750.0,70.2,77.1,77.9,77.2
750.5,70.1,77.0,77.9,77.2
751.0,70.1,77.0,77.9,77.2
751.5,70.1,77.0,78.0,77.2
752.0,70.1,77.0,77.9,77.2
752.5,70.1,77.0,77.9,77.1
753.0,70.1,76.9,77.9,77.1
753.5,70.1,76.9,77.8,77.1
754.0,70.0,76.8,77.8,77.1
754.5,69.9,76.7,77.8,77.1
755.0,69.9,76.7,77.8,77.1
755.5,69.9,76.7,77.8,77.1
756.0,69.9,76.7,77.8,77.1
756.5,69.9,76.7,77.8,77.0
757.0,69.9,76.7,77.8,77.0
757.5,70.0,76.7,77.9,77.0
758.0,70.0,76.7,77.9,77.0
758.5,70.0,76.8,77.9,77.0
759.0,70.0,76.7,77.8,77.0
759.5,69.9,76.8,77.8,76.9
760.0,69.9,76.7,77.8,76.9
760.5,69.9,76.7,77.8,76.9
761.0,69.9,76.7,77.7,76.9
761.5,69.9,76.8,77.6,76.9
762.0,69.9,76.8,77.6,76.9
762.5,69.9,76.9,77.6,76.9
763.0,69.9,76.9,77.7,76.9
763.5,69.9,76.9,77.7,76.9
764.0,69.9,76.9,77.6,76.9
764.5,69.9,76.9,77.6,76.9
765.0,69.9,76.8,77.8,76.9
765.5,70.0,76.9,77.8,76.9
766.0,70.0,76.9,77.8,76.9
766.5,70.0,77.0,77.8,77.0
767.0,70.0,77.0,77.8,77.0
767.5,70.0,76.9,77.9,77.0
768.0,70.0,76.9,77.8,77.0
768.5,70.0,76.9,77.8,77.0
769.0,70.0,76.8,77.9,77.0
769.5,70.0,76.8,77.8,77.0
770.0,70.0,76.8,77.8,77.0
770.5,70.0,76.8,77.8,77.0
771.0,70.0,76.8,77.8,77.0
771.5,70.0,76.9,77.9,77.0
772.0,70.0,76.9,77.8,77.0
772.5,70.0,76.8,77.8,77.0
773.0,70.0,76.8,77.8,76.9
773.5,70.0,76.8,77.8,76.9
774.0,70.0,76.7,77.6,76.9
774.5,70.0,76.7,77.8,76.9
775.0,70.0,76.7,77.7,76.9
775.5,70.0,76.7,77.7,76.9
776.0,70.0,76.7,77.7,76.9
776.5,70.0,76.7,77.7,76.9
777.0,70.0,76.8,77.8,76.9
777.5,70.0,76.8,77.8,76.9
778.0,70.0,76.9,77.8,76.9
778.5,70.0,76.9,77.8,76.9
779.0,69.9,76.9,77.8,76.9
779.5,69.9,76.7,77.6,76.9
780.0,69.9,76.6,77.6,77.0
780.5,69.9,76.6,77.7,77.0
781.0,69.9,76.7,77.7,77.0
781.5,69.9,76.7,77.8,77.0
782.0,69.9,76.7,77.8,77.0
782.5,69.9,76.7,77.8,77.0
783.0,69.9,76.7,77.8,77.0
783.5,69.9,76.7,77.8,77.0
784.0,69.9,76.8,77.8,77.0
784.5,69.9,76.8,77.8,77.0
785.0,70.0,76.8,77.8,77.0
785.5,70.0,76.8,77.8,77.0
786.0,69.9,76.7,77.8,77.0
786.5,69.9,76.7,77.8,77.0
787.0,69.9,76.7,77.8,77.0
787.5,70.0,76.7,77.8,76.9
788.0,70.0,76.7,77.8,76.9
788.5,70.0,76.7,77.8,76.9
789.0,69.9,76.7,77.8,76.9
789.5,69.9,76.7,77.8,76.9
790.0,69.9,76.8,77.8,76.9
790.5,70.0,76.8,77.8,77.0
791.0,70.1,76.8,77.8,77.0
791.5,70.1,76.7,77.8,77.0
792.0,70.0,76.7,77.8,77.0
792.5,70.0,76.7,77.8,77.0
793.0,69.9,76.7,77.8,77.0
793.5,69.9,76.7,77.8,77.0
794.0,69.9,76.7,77.7,77.0
794.5,69.9,76.7,77.7,77.0
795.0,69.9,76.7,77.7,77.0
795.5,69.9,76.6,77.6,77.0
796.0,69.9,76.7,77.7,77.1
796.5,69.9,76.6,77.6,77.0
797.0,69.9,76.6,77.6,77.0
797.5,69.9,76.7,77.6,77.0
798.0,69.8,76.6,77.6,77.0
798.5,69.8,76.6,77.6,77.0
799.0,69.8,76.5,77.5,77.0
799.5,69.8,76.5,77.6,77.0
800.0,69.8,76.6,77.6,77.0
800.5,69.8,76.6,77.6,77.0
801.0,69.8,76.6,77.7,77.0
801.5,69.8,76.6,77.7,77.0
802.0,69.9,76.5,77.7,77.0
802.5,69.9,76.5,77.7,77.0
803.0,69.8,76.5,77.7,77.0
803.5,69.8,76.5,77.6,77.0
804.0,69.8,76.5,77.6,77.0
804.5,69.8,76.5,77.5,77.0
805.0,69.8,76.6,77.5,77.0
805.5,69.8,76.6,77.4,77.0
806.0,69.8,76.6,77.5,77.0
806.5,69.8,76.6,77.5,77.0
807.0,69.8,76.5,77.5,77.0
807.5,69.8,76.5,77.5,76.9
808.0,69.7,76.5,77.5,76.9
808.5,69.7,76.5,77.5,76.8
809.0,69.8,76.4,77.5,76.8
809.5,69.8,76.4,77.5,76.7
810.0,69.8,76.5,77.5,76.6
810.5,69.8,76.4,77.5,76.5
811.0,69.8,76.4,77.5,76.4
811.5,69.8,76.4,77.5,76.2
812.0,69.8,76.4,77.4,76.1
812.5,69.8,76.4,77.4,75.9
813.0,69.8,76.4,77.5,75.6
813.5,69.8,76.4,77.4,75.4
814.0,69.8,76.5,77.5,75.2
814.5,69.8,76.4,77.5,75.0
815.0,69.8,76.4,77.5,74.9
815.5,69.8,76.4,77.5,74.7
816.0,69.8,76.3,77.5,74.7
816.5,69.7,76.2,77.4,74.6
817.0,69.7,76.2,77.4,74.6
817.5,69.7,76.2,77.4,74.6
818.0,69.7,76.2,77.4,74.7
818.5,69.6,76.2,77.3,74.8
819.0,69.7,76.3,77.4,74.9
819.5,69.7,76.3,77.4,75.1
820.0,69.7,76.3,77.4,75.2
820.5,69.7,76.2,77.4,75.4
821.0,69.7,76.2,77.5,75.6
821.5,69.7,76.2,77.5,75.8
822.0,69.7,76.2,77.5,75.9
822.5,69.7,76.3,77.5,76.1
823.0,69.7,76.2,77.5,76.3
823.5,69.7,76.2,77.4,76.5
824.0,69.7,76.2,77.3,76.6
824.5,69.7,76.2,77.3,76.7
825.0,69.7,76.2,77.4,76.8
825.5,69.7,76.1,77.3,76.9
826.0,69.7,76.1,77.4,76.9
826.5,69.6,76.1,77.3,76.9
827.0,69.6,76.2,77.3,76.9
827.5,69.6,76.2,77.3,76.8
828.0,69.6,76.2,77.4,76.7
828.5,69.6,76.2,77.4,76.7
829.0,69.5,76.2,77.4,76.7
829.5,69.5,76.2,77.4,76.7
830.0,69.6,76.2,77.4,76.7
830.5,69.7,76.3,77.5,76.7
831.0,69.7,76.4,77.6,76.7
831.5,69.7,76.3,77.5,76.7
832.0,69.7,76.4,77.6,76.7
832.5,69.7,76.3,77.5,76.7
833.0,69.7,76.2,77.3,76.7
833.5,69.6,76.2,77.3,76.7
834.0,69.6,76.2,77.3,76.7
834.5,69.6,76.3,77.3,76.7
835.0,69.6,76.3,77.3,76.7
835.5,69.6,76.3,77.3,76.7
836.0,69.6,76.3,77.3,76.7
836.5,69.6,76.3,77.3,76.7
837.0,69.7,76.4,77.3,76.7
837.5,69.7,76.3,77.3,76.7
838.0,69.7,76.4,77.3,76.7
838.5,69.7,76.4,77.3,76.6
839.0,69.6,76.3,77.3,76.6
839.5,69.6,76.3,77.3,76.6
840.0,69.6,76.3,77.4,76.6
840.5,69.6,76.3,77.4,76.6
841.0,69.6,76.3,77.5,76.6
841.5,69.6,76.2,77.4,76.5
842.0,69.6,76.2,77.4,76.5
842.5,69.6,76.2,77.4,76.5
843.0,69.6,76.2,77.4,76.5
843.5,69.6,76.1,77.4,76.5
844.0,69.6,76.1,77.3,76.5
844.5,69.6,76.1,77.3,76.4
845.0,69.6,76.1,77.3,76.4
845.5,69.6,76.0,77.4,76.4
846.0,69.6,76.0,77.3,76.4
846.5,69.6,76.1,77.3,76.4
847.0,69.6,76.1,77.3,76.4
847.5,69.6,76.1,77.3,76.4
848.0,69.6,76.1,77.3,76.4
848.5,69.6,76.0,77.2,76.4
849.0,69.6,76.0,77.2,76.4
849.5,69.6,76.0,77.2,76.4
850.0,69.6,76.0,77.2,76.4
850.5,69.6,76.1,77.3,76.4
851.0,69.6,76.0,77.3,76.4
851.5,69.6,76.0,77.3,76.4
852.0,69.6,76.0,77.2,76.4
852.5,69.6,76.0,77.2,76.4
853.0,69.6,76.0,77.2,76.4
853.5,69.6,76.0,77.2,76.4
854.0,69.6,76.2,77.3,76.4
854.5,69.7,76.2,77.4,76.4
855.0,69.7,76.3,77.4,76.5
855.5,69.7,76.3,77.4,76.5
856.0,69.8,76.3,77.5,76.5
856.5,69.8,76.3,77.4,76.5
857.0,69.7,76.3,77.3,76.5
857.5,69.8,76.3,77.3,76.5
858.0,69.7,76.4,77.4,76.5
858.5,69.8,76.4,77.4,76.5
859.0,69.7,76.3,77.4,76.5
859.5,69.7,76.3,77.5,76.5
860.0,69.8,76.3,77.5,76.5
860.5,69.8,76.3,77.5,76.5
861.0,69.7,76.3,77.5,76.5
861.5,69.7,76.3,77.5,76.5
862.0,69.7,76.3,77.6,76.5
862.5,69.7,76.3,77.5,76.5
863.0,69.7,76.3,77.4,76.5
863.5,69.7,76.3,77.3,76.4
864.0,69.7,76.3,77.3,76.4
864.5,69.7,76.3,77.3,76.4
865.0,69.8,76.3,77.5,76.4
865.5,69.8,76.3,77.5,76.4
866.0,69.8,76.3,77.5,76.4
866.5,69.7,76.3,77.4,76.4
867.0,69.7,76.3,77.4,76.4
867.5,69.7,76.3,77.3,76.5
868.0,69.7,76.3,77.3,76.5
868.5,69.7,76.3,77.3,76.5
869.0,69.7,76.3,77.3,76.6
869.5,69.9,76.3,77.3,76.6
870.0,69.9,76.3,77.6,76.7
870.5,69.9,76.4,77.6,76.8
871.0,70.0,76.5,77.8,76.8
871.5,70.2,76.8,78.0,76.9
872.0,70.3,76.9,78.2,76.9
872.5,70.5,77.0,78.2,77.0
873.0,70.5,77.0,78.2,77.0
873.5,70.5,77.0,78.2,77.1
874.0,70.5,77.0,78.2,77.1
874.5,70.5,77.0,78.3,77.1
875.0,70.5,77.0,78.2,77.2
875.5,70.4,77.0,78.2,77.2
876.0,70.4,76.9,78.0,77.2
876.5,70.4,76.9,78.0,77.2
877.0,70.4,77.0,78.0,77.1
877.5,70.4,77.0,78.2,77.1
878.0,70.4,77.0,78.2,77.1
878.5,70.4,77.0,78.1,77.1
879.0,70.4,77.0,78.0,77.0
879.5,70.3,76.9,78.0,77.0
880.0,70.3,76.8,78.0,77.0
880.5,70.2,76.9,78.0,77.0
881.0,70.3,76.9,78.0,77.0
881.5,70.3,76.9,77.9,76.9
882.0,70.2,76.8,77.9,76.9
882.5,70.1,76.8,77.8,76.9
883.0,70.0,76.7,77.8,76.9
883.5,70.0,76.7,77.7,76.9
884.0,70.0,76.6,77.7,76.8
884.5,70.0,76.6,77.8,76.8
885.0,69.9,76.5,77.7,76.8
885.5,69.9,76.6,77.7,76.8
886.0,69.9,76.5,77.5,76.7
886.5,69.8,76.5,77.6,76.7
887.0,69.7,76.4,77.5,76.7
887.5,69.7,76.4,77.5,76.7
888.0,69.7,76.4,77.5,76.6
888.5,69.7,76.4,77.5,76.6
889.0,69.6,76.4,77.5,76.6
889.5,69.5,76.3,77.5,76.6
890.0,69.6,76.3,77.5,76.5
890.5,69.5,76.3,77.5,76.5
891.0,69.5,76.3,77.5,76.5
891.5,69.6,76.3,77.5,76.5
892.0,69.6,76.2,77.5,76.4
892.5,69.6,76.2,77.4,76.4
893.0,69.6,76.2,77.4,76.4
893.5,69.6,76.2,77.4,76.4
894.0,69.5,76.2,77.3,76.4
894.5,69.5,76.1,77.3,76.4
895.0,69.5,76.1,77.3,76.4
895.5,69.5,76.1,77.3,76.3
896.0,69.5,76.1,77.3,76.3
896.5,69.5,76.0,77.2,76.3
897.0,69.4,76.0,77.2,76.3
897.5,69.3,76.0,77.2,76.3
898.0,69.3,76.0,77.3,76.3
898.5,69.2,76.0,77.2,76.3
899.0,69.2,76.0,77.2,76.3
899.5,69.2,76.0,77.2,76.2
900.0,69.2,76.0,77.2,76.2
900.5,69.2,76.0,77.2,76.2
901.0,69.2,75.9,77.2,76.2
901.5,69.2,75.9,77.2,76.2
